State,Year,Type_code,Type,Gender,Age_group,Total
A & N Islands,2005,Causes,Paralysis,Female,0-14,0
A & N Islands,2005,Causes,Bankruptcy or Sudden change in Economic,Female,0-14,0
A & N Islands,2005,Causes,Family Problems,Female,0-14,0
A & N Islands,2005,Causes,Cancer,Female,0-14,0
A & N Islands,2005,Causes,Love Affairs,Female,0-14,0
A & N Islands,2005,Causes,Divorce,Female,0-14,0
A & N Islands,2005,Causes,Property Dispute,Female,0-14,0
A & N Islands,2005,Causes,Suspected/Illicit Relation,Female,0-14,0
A & N Islands,2005,Causes,Failure in Examination,Female,0-14,0
A & N Islands,2005,Causes,Death of Dear Person,Female,0-14,0
A & N Islands,2005,Causes,Other Prolonged Illness,Female,0-14,0
A & N Islands,2005,Causes,Poverty,Female,0-14,0
A & N Islands,2005,Causes,Dowry Dispute,Female,0-14,0
A & N Islands,2005,Causes,Ideological Causes/Hero Worshipping,Female,0-14,0
A & N Islands,2005,Causes,Causes Not known,Female,0-14,1
A & N Islands,2005,Causes,Insanity/Mental Illness,Female,0-14,0
A & N Islands,2005,Causes,Cancellation/Non-Settlement of Marriage,Female,0-14,0
A & N Islands,2005,Causes,Professional/Career Problem,Female,0-14,0
A & N Islands,2005,Causes,Drug Abuse/Addiction,Female,0-14,0
A & N Islands,2005,Causes,Other Causes (Please Specity),Female,0-14,2
A & N Islands,2005,Causes,Fall in Social Reputation,Female,0-14,0
A & N Islands,2005,Causes,Illegitimate Pregnancy,Female,0-14,0
A & N Islands,2005,Causes,Physical Abuse (Rape/Incest Etc.),Female,0-14,0
A & N Islands,2005,Causes,Unemployment,Female,0-14,0
A & N Islands,2005,Causes,Illness (Aids/STD),Female,0-14,0
A & N Islands,2005,Causes,Not having Children(Barrenness/Impotency,Female,0-14,0
A & N Islands,2005,Causes,Professional/Career Problem,Male,0-14,0
A & N Islands,2005,Causes,Bankruptcy or Sudden change in Economic,Male,0-14,0
A & N Islands,2005,Causes,Divorce,Male,0-14,0
A & N Islands,2005,Causes,Insanity/Mental Illness,Male,0-14,0
A & N Islands,2005,Causes,Illegitimate Pregnancy,Male,0-14,0
A & N Islands,2005,Causes,Other Causes (Please Specity),Male,0-14,4
A & N Islands,2005,Causes,Unemployment,Male,0-14,0
A & N Islands,2005,Causes,Failure in Examination,Male,0-14,0
A & N Islands,2005,Causes,Illness (Aids/STD),Male,0-14,0
