State,Year,Type_code,Type,Gender,Age_group,Total
A & N Islands,2001,Causes,Illness (Aids/STD),Female,0-14,0
A & N Islands,2001,Causes,Bankruptcy or Sudden change in Economic,Female,0-14,0
A & N Islands,2001,Causes,Cancellation/Non-Settlement of Marriage,Female,0-14,0
A & N Islands,2001,Causes,Physical Abuse (Rape/Incest Etc.),Female,0-14,0
A & N Islands,2001,Causes,Dowry Dispute,Female,0-14,0
A & N Islands,2001,Causes,Family Problems,Female,0-14,0
A & N Islands,2001,Causes,Ideological Causes/Hero Worshipping,Female,0-14,0
A & N Islands,2001,Causes,Other Prolonged Illness,Female,0-14,0
A & N Islands,2001,Causes,Property Dispute,Female,0-14,0
A & N Islands,2001,Causes,Fall in Social Reputation,Female,0-14,0
A & N Islands,2001,Causes,Illegitimate Pregnancy,Female,0-14,0
A & N Islands,2001,Causes,Failure in Examination,Female,0-14,0
A & N Islands,2001,Causes,Insanity/Mental Illness,Female,0-14,0
A & N Islands,2001,Causes,Love Affairs,Female,0-14,1
A & N Islands,2001,Causes,Professional/Career Problem,Female,0-14,0
A & N Islands,2001,Causes,Divorce,Female,0-14,0
A & N Islands,2001,Causes,Drug Abuse/Addiction,Female,0-14,0
A & N Islands,2001,Causes,Not having Children(Barrenness/Impotency,Female,0-14,0
A & N Islands,2001,Causes,Causes Not known,Female,0-14,0
A & N Islands,2001,Causes,Unemployment,Female,0-14,0
A & N Islands,2001,Causes,Other Causes (Please Specity),Female,0-14,1
A & N Islands,2001,Causes,Poverty,Female,0-14,0
A & N Islands,2001,Causes,Death of Dear Person,Female,0-14,0
A & N Islands,2001,Causes,Cancer,Female,0-14,0
A & N Islands,2001,Causes,Suspected/Illicit Relation,Female,0-14,0
A & N Islands,2001,Causes,Paralysis,Female,0-14,0
A & N Islands,2001,Causes,Property Dispute,Male,0-14,0
A & N Islands,2001,Causes,Unemployment,Male,0-14,0
A & N Islands,2001,Causes,Poverty,Male,0-14,0
A & N Islands,2001,Causes,Family Problems,Male,0-14,0
A & N Islands,2001,Causes,Illness (Aids/STD),Male,0-14,0
A & N Islands,2001,Causes,Drug Abuse/Addiction,Male,0-14,0
A & N Islands,2001,Causes,Other Prolonged Illness,Male,0-14,1
A & N Islands,2001,Causes,Death of Dear Person,Male,0-14,0
A & N Islands,2001,Causes,Other Causes (Please Specity),Male,0-14,0
A & N Islands,2001,Causes,Cancer,Male,0-14,0
A & N Islands,2001,Causes,Not having Children(Barrenness/Impotency,Male,0-14,0
A & N Islands,2001,Causes,Cancellation/Non-Settlement of Marriage,Male,0-14,0
A & N Islands,2001,Causes,Causes Not known,Male,0-14,0
A & N Islands,2001,Causes,Paralysis,Male,0-14,0
A & N Islands,2001,Causes,Physical Abuse (Rape/Incest Etc.),Male,0-14,0
A & N Islands,2001,Causes,Professional/Career Problem,Male,0-14,0
A & N Islands,2001,Causes,Love Affairs,Male,0-14,0
A & N Islands,2001,Causes,Fall in Social Reputation,Male,0-14,0
A & N Islands,2001,Causes,Dowry Dispute,Male,0-14,0
A & N Islands,2001,Causes,Ideological Causes/Hero Worshipping,Male,0-14,0
A & N Islands,2001,Causes,Illegitimate Pregnancy,Male,0-14,0
A & N Islands,2001,Causes,Failure in Examination,Male,0-14,1
A & N Islands,2001,Causes,Bankruptcy or Sudden change in Economic,Male,0-14,0
A & N Islands,2001,Causes,Insanity/Mental Illness,Male,0-14,0
A & N Islands,2001,Causes,Divorce,Male,0-14,0
A & N Islands,2001,Causes,Suspected/Illicit Relation,Male,0-14,0
A & N Islands,2001,Causes,Suspected/Illicit Relation,Female,15-29,0
A & N Islands,2001,Causes,Illegitimate Pregnancy,Female,15-29,0
A & N Islands,2001,Causes,Other Prolonged Illness,Female,15-29,8
A & N Islands,2001,Causes,Causes Not known,Female,15-29,8
A & N Islands,2001,Causes,Bankruptcy or Sudden change in Economic,Female,15-29,0
A & N Islands,2001,Causes,Cancer,Female,15-29,0
A & N Islands,2001,Causes,Professional/Career Problem,Female,15-29,0
A & N Islands,2001,Causes,Property Dispute,Female,15-29,0
A & N Islands,2001,Causes,Cancellation/Non-Settlement of Marriage,Female,15-29,0
A & N Islands,2001,Causes,Ideological Causes/Hero Worshipping,Female,15-29,0
A & N Islands,2001,Causes,Illness (Aids/STD),Female,15-29,0
A & N Islands,2001,Causes,Other Causes (Please Specity),Female,15-29,6
A & N Islands,2001,Causes,Paralysis,Female,15-29,0
A & N Islands,2001,Causes,Love Affairs,Female,15-29,0
A & N Islands,2001,Causes,Poverty,Female,15-29,0
A & N Islands,2001,Causes,Death of Dear Person,Female,15-29,0
A & N Islands,2001,Causes,Dowry Dispute,Female,15-29,0
A & N Islands,2001,Causes,Family Problems,Female,15-29,5
A & N Islands,2001,Causes,Fall in Social Reputation,Female,15-29,0
A & N Islands,2001,Causes,Physical Abuse (Rape/Incest Etc.),Female,15-29,0
A & N Islands,2001,Causes,Failure in Examination,Female,15-29,2
A & N Islands,2001,Causes,Divorce,Female,15-29,0
A & N Islands,2001,Causes,Unemployment,Female,15-29,0
A & N Islands,2001,Causes,Drug Abuse/Addiction,Female,15-29,0
A & N Islands,2001,Causes,Not having Children(Barrenness/Impotency,Female,15-29,0
A & N Islands,2001,Causes,Insanity/Mental Illness,Female,15-29,2
A & N Islands,2001,Causes,Cancer,Male,15-29,0
A & N Islands,2001,Causes,Illegitimate Pregnancy,Male,15-29,0
A & N Islands,2001,Causes,Other Causes (Please Specity),Male,15-29,4
A & N Islands,2001,Causes,Other Prolonged Illness,Male,15-29,3
A & N Islands,2001,Causes,Physical Abuse (Rape/Incest Etc.),Male,15-29,0
A & N Islands,2001,Causes,Professional/Career Problem,Male,15-29,0
A & N Islands,2001,Causes,Bankruptcy or Sudden change in Economic,Male,15-29,0
A & N Islands,2001,Causes,Drug Abuse/Addiction,Male,15-29,0
A & N Islands,2001,Causes,Ideological Causes/Hero Worshipping,Male,15-29,0
A & N Islands,2001,Causes,Cancellation/Non-Settlement of Marriage,Male,15-29,0
A & N Islands,2001,Causes,Family Problems,Male,15-29,3
A & N Islands,2001,Causes,Love Affairs,Male,15-29,3
A & N Islands,2001,Causes,Insanity/Mental Illness,Male,15-29,2
A & N Islands,2001,Causes,Death of Dear Person,Male,15-29,0
A & N Islands,2001,Causes,Not having Children(Barrenness/Impotency,Male,15-29,0
A & N Islands,2001,Causes,Poverty,Male,15-29,0
A & N Islands,2001,Causes,Property Dispute,Male,15-29,0
A & N Islands,2001,Causes,Illness (Aids/STD),Male,15-29,0
A & N Islands,2001,Causes,Dowry Dispute,Male,15-29,0
A & N Islands,2001,Causes,Suspected/Illicit Relation,Male,15-29,0
A & N Islands,2001,Causes,Paralysis,Male,15-29,0
A & N Islands,2001,Causes,Fall in Social Reputation,Male,15-29,0
A & N Islands,2001,Causes,Failure in Examination,Male,15-29,1
A & N Islands,2001,Causes,Unemployment,Male,15-29,0
A & N Islands,2001,Causes,Divorce,Male,15-29,0
A & N Islands,2001,Causes,Causes Not known,Male,15-29,9
A & N Islands,2001,Causes,Cancellation/Non-Settlement of Marriage,Female,30-44,0
A & N Islands,2001,Causes,Divorce,Female,30-44,0
A & N Islands,2001,Causes,Drug Abuse/Addiction,Female,30-44,0
A & N Islands,2001,Causes,Not having Children(Barrenness/Impotency,Female,30-44,0
A & N Islands,2001,Causes,Other Prolonged Illness,Female,30-44,3
A & N Islands,2001,Causes,Physical Abuse (Rape/Incest Etc.),Female,30-44,0
A & N Islands,2001,Causes,Property Dispute,Female,30-44,0
A & N Islands,2001,Causes,Illegitimate Pregnancy,Female,30-44,0
A & N Islands,2001,Causes,Family Problems,Female,30-44,0
A & N Islands,2001,Causes,Causes Not known,Female,30-44,2
A & N Islands,2001,Causes,Death of Dear Person,Female,30-44,1
A & N Islands,2001,Causes,Suspected/Illicit Relation,Female,30-44,0
A & N Islands,2001,Causes,Cancer,Female,30-44,0
A & N Islands,2001,Causes,Failure in Examination,Female,30-44,0
A & N Islands,2001,Causes,Bankruptcy or Sudden change in Economic,Female,30-44,0
A & N Islands,2001,Causes,Paralysis,Female,30-44,0
A & N Islands,2001,Causes,Poverty,Female,30-44,0
A & N Islands,2001,Causes,Professional/Career Problem,Female,30-44,0
A & N Islands,2001,Causes,Illness (Aids/STD),Female,30-44,0
A & N Islands,2001,Causes,Fall in Social Reputation,Female,30-44,0
A & N Islands,2001,Causes,Dowry Dispute,Female,30-44,0
A & N Islands,2001,Causes,Ideological Causes/Hero Worshipping,Female,30-44,0
A & N Islands,2001,Causes,Other Causes (Please Specity),Female,30-44,1
A & N Islands,2001,Causes,Insanity/Mental Illness,Female,30-44,2
A & N Islands,2001,Causes,Love Affairs,Female,30-44,0
A & N Islands,2001,Causes,Unemployment,Female,30-44,0
A & N Islands,2001,Causes,Failure in Examination,Male,30-44,0
A & N Islands,2001,Causes,Fall in Social Reputation,Male,30-44,0
A & N Islands,2001,Causes,Insanity/Mental Illness,Male,30-44,3
A & N Islands,2001,Causes,Love Affairs,Male,30-44,0
A & N Islands,2001,Causes,Poverty,Male,30-44,0
A & N Islands,2001,Causes,Unemployment,Male,30-44,0
A & N Islands,2001,Causes,Dowry Dispute,Male,30-44,0
A & N Islands,2001,Causes,Drug Abuse/Addiction,Male,30-44,0
A & N Islands,2001,Causes,Causes Not known,Male,30-44,8
A & N Islands,2001,Causes,Physical Abuse (Rape/Incest Etc.),Male,30-44,0
A & N Islands,2001,Causes,Cancer,Male,30-44,0
A & N Islands,2001,Causes,Ideological Causes/Hero Worshipping,Male,30-44,0
A & N Islands,2001,Causes,Cancellation/Non-Settlement of Marriage,Male,30-44,0
A & N Islands,2001,Causes,Death of Dear Person,Male,30-44,0
A & N Islands,2001,Causes,Not having Children(Barrenness/Impotency,Male,30-44,0
A & N Islands,2001,Causes,Other Prolonged Illness,Male,30-44,6
A & N Islands,2001,Causes,Paralysis,Male,30-44,0
A & N Islands,2001,Causes,Divorce,Male,30-44,0
A & N Islands,2001,Causes,Illness (Aids/STD),Male,30-44,0
A & N Islands,2001,Causes,Property Dispute,Male,30-44,0
A & N Islands,2001,Causes,Professional/Career Problem,Male,30-44,0
A & N Islands,2001,Causes,Suspected/Illicit Relation,Male,30-44,0
A & N Islands,2001,Causes,Family Problems,Male,30-44,4
A & N Islands,2001,Causes,Other Causes (Please Specity),Male,30-44,2
A & N Islands,2001,Causes,Bankruptcy or Sudden change in Economic,Male,30-44,0
A & N Islands,2001,Causes,Illegitimate Pregnancy,Male,30-44,0
A & N Islands,2001,Causes,Drug Abuse/Addiction,Female,45-59,0
A & N Islands,2001,Causes,Not having Children(Barrenness/Impotency,Female,45-59,0
A & N Islands,2001,Causes,Dowry Dispute,Female,45-59,0
A & N Islands,2001,Causes,Family Problems,Female,45-59,2
A & N Islands,2001,Causes,Ideological Causes/Hero Worshipping,Female,45-59,0
A & N Islands,2001,Causes,Suspected/Illicit Relation,Female,45-59,0
A & N Islands,2001,Causes,Causes Not known,Female,45-59,1
A & N Islands,2001,Causes,Professional/Career Problem,Female,45-59,0
A & N Islands,2001,Causes,Illness (Aids/STD),Female,45-59,0
A & N Islands,2001,Causes,Property Dispute,Female,45-59,0
A & N Islands,2001,Causes,Physical Abuse (Rape/Incest Etc.),Female,45-59,0
A & N Islands,2001,Causes,Cancellation/Non-Settlement of Marriage,Female,45-59,0
A & N Islands,2001,Causes,Other Causes (Please Specity),Female,45-59,0
A & N Islands,2001,Causes,Paralysis,Female,45-59,0
A & N Islands,2001,Causes,Death of Dear Person,Female,45-59,0
A & N Islands,2001,Causes,Bankruptcy or Sudden change in Economic,Female,45-59,0
A & N Islands,2001,Causes,Illegitimate Pregnancy,Female,45-59,0
A & N Islands,2001,Causes,Unemployment,Female,45-59,0
A & N Islands,2001,Causes,Fall in Social Reputation,Female,45-59,0
A & N Islands,2001,Causes,Other Prolonged Illness,Female,45-59,2
A & N Islands,2001,Causes,Poverty,Female,45-59,0
A & N Islands,2001,Causes,Love Affairs,Female,45-59,0
A & N Islands,2001,Causes,Divorce,Female,45-59,0
A & N Islands,2001,Causes,Insanity/Mental Illness,Female,45-59,0
A & N Islands,2001,Causes,Failure in Examination,Female,45-59,0
A & N Islands,2001,Causes,Cancer,Female,45-59,0
A & N Islands,2001,Causes,Paralysis,Male,45-59,0
A & N Islands,2001,Causes,Bankruptcy or Sudden change in Economic,Male,45-59,0
A & N Islands,2001,Causes,Cancer,Male,45-59,0
A & N Islands,2001,Causes,Poverty,Male,45-59,0
A & N Islands,2001,Causes,Failure in Examination,Male,45-59,0
A & N Islands,2001,Causes,Fall in Social Reputation,Male,45-59,0
A & N Islands,2001,Causes,Illness (Aids/STD),Male,45-59,0
A & N Islands,2001,Causes,Death of Dear Person,Male,45-59,0
A & N Islands,2001,Causes,Divorce,Male,45-59,0
A & N Islands,2001,Causes,Illegitimate Pregnancy,Male,45-59,0
A & N Islands,2001,Causes,Causes Not known,Male,45-59,10
A & N Islands,2001,Causes,Family Problems,Male,45-59,3
A & N Islands,2001,Causes,Insanity/Mental Illness,Male,45-59,3
A & N Islands,2001,Causes,Property Dispute,Male,45-59,0
A & N Islands,2001,Causes,Dowry Dispute,Male,45-59,0
